"","gender","age","job","account","YearlyIncome","YearlyOutcome","transaction_type","yearly_deposit_transactions","yearly_withdrawl_transactions","average_deposit_ammount","average_withdrawl_ammount","transaction_amount","weekly_deposits","weekly_withdrawls","weekly_amount","observed_weekly_amount","flag"
"14714","Male","36","Private Business","Current","50092114","3611746","Withdrawl","3580","1859","13992","1942","178672","62","33","671626","672334","smurf_suspicious"
"14715","Female","25","House Wife","Saving","50092114","3611746","Withdrawl","22","355","2276914","10173","106587","0","10","109291885","109291571","Normal"
"14716","Male","38","Employee","Saving","1923621","0","Withdrawl","31","783","62052","0","0","0","11","2978509","2979364","Normal"
"14717","Female","45","Private Business","Current","49948706","3495001","Withdrawl","3599","1761","13878","1984","113979","91","44","666167","666749","Normal"
"14718","Female","37","Employee","Investment","4805220","944884","Withdrawl","3","1","1601740","944884","990646","0","0","76883520","76883222","Normal"
"14719","Male","33","Employee","Saving","1896505","0","Withdrawl","38","705","49908","0","0","1","16","2395585","2395348","Normal"
"14720","Male","41","Private Business","Current","49825580","3576600","Withdrawl","3571","1751","13952","2042","66831","63","28","669736","668846","Normal"
"14721","Female","72","House Wife","Saving","49825580","3576600","Withdrawl","18","380","2768087","9412","19472","0","11","132868213","132868946","Normal"
"14722","Male","31","Employee","Saving","1907435","0","Withdrawl","34","685","56101","0","0","1","15","2692849","2692051","Normal"
"14723","Male","30","Private Business","Current","50072611","3345376","Deposit","3682","1767","13599","1893","796477","83","30","652766","654594","dep_Suspicious"
"14724","Female","32","Private Business","Current","50133196","3566019","Deposit","3610","1931","13887","1846","548345","64","46","666590","665421","dep_Suspicious"
"14725","Female","34","Private Business","Current","50043327","3347305","Deposit","3532","1803","14168","1856","1181337","68","44","680090","680678","dep_Suspicious"
"14726","Female","31","Private Business","Current","49906649","3355333","Withdrawl","3631","1761","13744","1905","6925","71","43","659740","660747","Normal"
"14727","Male","27","Employee","Saving","2085522","0","Withdrawl","31","685","67274","0","0","0","20","3229195","3228977","Normal"
"14728","Male","72","Retired","Investment","1023696","499147","Deposit","2","2","511848","249573","54106","0","1","24568704","24569149","Normal"
"14729","Male","61","Private Business","Saving","50011859","39998549","Withdrawl","22","746","2273266","53617","68827","0","16","109116783","109118808","Normal"
"14730","Male","37","Employee","Saving","2130795","0","Withdrawl","25","701","85231","0","0","2","16","4091126","4090934","Normal"
"14731","Female","22","Employee","Current","1620939","875738","Withdrawl","137","811","11831","1079","19098","3","17","567920","567724","Normal"
"14732","Male","20","Student","Saving","825247","412362","Withdrawl","29","152","28456","2712","41377","0","5","1365926","1364062","Normal"
"14733","Female","39","Private Business","Current","50039760","3591543","Withdrawl","3621","1775","13819","2023","117924","68","35","663327","663885","Normal"
"14734","Male","28","Student","Saving","773600","639921","Deposit","28","144","27628","4443","304072","1","2","1326171","1328806","dep_Suspicious"
"14735","Male","38","Employee","Saving","2047887","0","Withdrawl","45","662","45508","0","0","2","13","2184412","2185372","Normal"
"14736","Male","33","Private Business","Current","49922731","3433893","Withdrawl","3626","1879","13767","1827","237013","83","43","660863","660990","smurf_suspicious"
"14737","Male","27","Employee","Saving","1904680","0","Withdrawl","38","695","50123","0","0","1","13","2405911","2405165","Normal"
"14738","Female","28","Private Business","Current","50097129","3578154","Deposit","3549","1820","14115","1966","193426","75","53","677560","678458","dep_Suspicious"
"14739","Male","46","Employee","Saving","2030148","0","Withdrawl","35","761","58004","0","0","0","11","2784202","2781883","Normal"
"14740","Male","21","Student","Saving","730170","448281","Deposit","22","147","33189","3049","184852","0","1","1593098","1595782","dep_Suspicious"
"14741","Female","44","Employee","Current","1812479","1044580","Deposit","149","792","12164","1318","536465","2","23","583885","583827","dep_Suspicious"
"14742","Female","20","Student","Saving","748509","367607","Withdrawl","28","140","26732","2625","47780","0","3","1283158","1282910","Normal"
"14743","Male","21","Student","Saving","615558","500767","Deposit","24","147","25648","3406","1295060","0","3","1231116","1230827","dep_Suspicious"
"14744","Female","23","Employee","Current","1697644","833987","Deposit","146","832","11627","1002","128603","4","16","558129","556468","dep_Suspicious"
"14745","Female","24","Employee","Saving","1854758","0","Withdrawl","24","697","77281","0","0","0","11","3709516","3709429","Normal"
"14746","Male","39","Private Business","Current","50046924","3429855","Withdrawl","3637","1787","13760","1919","30950","72","38","660503","659302","Normal"
"14747","Male","28","Private Business","Saving","50130937","40011559","Withdrawl","24","640","2088789","62518","180618","2","13","100261874","100263656","Normal"
"14748","Male","38","Private Business","Current","49944660","3372921","Withdrawl","3578","1790","13958","1884","48456","85","38","670023","671102","smurf_suspicious"
"14749","Male","50","Private Business","Current","50060786","3589062","Deposit","3617","1744","13840","2057","223055","75","32","664339","664669","smurf_suspicious"
"14750","Male","48","Employee","Current","1709827","992142","Deposit","158","827","10821","1199","1007484","5","16","519441","517890","dep_Suspicious"
"14751","Female","46","Employee","Current","1664958","979451","Withdrawl","162","796","10277","1230","671","2","13","493320","493356","Normal"
"14752","Male","60","Private Business","Current","49828633","3493542","Deposit","3648","1793","13659","1948","1701914","92","34","655639","655795","dep_Suspicious"
"14753","Male","22","Employee","Saving","1862023","0","Deposit","41","679","45415","0","413201","1","15","2179929","2181100","dep_Suspicious"
"14754","Male","29","Employee","Saving","2066773","0","Withdrawl","31","716","66670","0","0","1","18","3200164","3200364","Normal"
"14755","Male","32","Employee","Current","1564459","968258","Deposit","155","803","10093","1205","863565","3","16","484477","485228","dep_Suspicious"
"14756","Male","60","Private Business","Current","49930985","3515560","Deposit","3551","1789","14061","1965","678545","77","41","674933","675406","dep_Suspicious"
"14757","Male","38","Private Business","Saving","49935465","39886451","Deposit","35","749","1426727","53252","2507297","0","9","68482923","68484646","Normal"
"14758","Female","41","Private Business","Current","49817213","3517864","Withdrawl","3504","1842","14217","1909","1683","68","41","682427","681740","Normal"
"14759","Male","22","Private Business","Current","49990586","3457613","Deposit","3600","1747","13886","1979","180021","59","27","666541","667133","dep_Suspicious"
"14760","Female","79","Private Business","Current","49986130","3398814","Deposit","3604","1815","13869","1872","746047","78","45","665742","666075","smurf_suspicious"
"14761","Male","42","Private Business","Current","49909424","3549392","Deposit","3639","1781","13715","1992","2222978","64","31","658327","658974","dep_Suspicious"
"14762","Male","22","Private Business","Saving","50019568","40019187","Deposit","35","615","1429130","65071","2035422","0","16","68598264","68596324","Normal"
"14763","Female","52","Employee","Current","1799953","779901","Deposit","150","826","11999","944","1439613","3","15","575984","574638","dep_Suspicious"
"14764","Female","38","Employee","Saving","1982766","0","Withdrawl","28","727","70813","0","0","1","20","3399027","3397382","Normal"
"14765","Female","45","House Wife","Saving","1982766","0","Withdrawl","23","356","86207","0","0","1","4","4137946","4138727","Normal"
"14766","Male","22","Private Business","Current","49979522","3569909","Withdrawl","3613","1772","13833","2014","3286","78","40","663995","663862","Normal"
"14767","Female","40","House Wife","Saving","49979522","3569909","Withdrawl","24","352","2082480","10141","37154","1","4","99959044","99959734","Normal"
"14768","Female","29","Employee","Current","1819540","974086","Deposit","142","774","12813","1258","78471","3","22","615055","613074","dep_Suspicious"
"14769","Female","21","Student","Saving","698118","506925","Withdrawl","18","138","38784","3673","67637","0","1","1861648","1862772","Normal"
"14770","Male","45","Employee","Saving","2062135","0","Withdrawl","37","702","55733","0","0","1","16","2675202","2674965","Normal"
"14771","Male","26","Private Business","Current","50069057","3545957","Withdrawl","3623","1814","13819","1954","56845","92","46","663349","662796","Normal"
"14772","Male","37","Employee","Saving","2017792","0","Withdrawl","31","734","65090","0","0","0","20","3124323","3123828","Normal"
"14773","Female","46","Private Business","Saving","50037919","40110587","Deposit","42","780","1191379","51423","1284794","0","15","57186193","57187770","Normal"
"14774","Male","29","Employee","Investment","4978158","1048258","Withdrawl","1","1","4978158","1048258","983543","0","0","238951584","238950658","Normal"
"14775","Male","34","Private Business","Saving","50092971","39926976","Withdrawl","19","675","2636472","59151","90851","1","12","126550663","126550269","Normal"
"14776","Female","20","Student","Saving","637629","521403","Withdrawl","32","130","19925","4010","105839","0","3","956443","954710","Normal"
"14777","Male","43","Private Business","Saving","49903124","39891769","Deposit","28","704","1782254","56664","790766","0","18","85548212","85549471","Normal"
"14778","Female","23","Private Business","Current","50179119","3465175","Withdrawl","3669","1824","13676","1899","103974","77","29","656472","657159","Normal"
"14779","Female","31","Private Business","Current","50136688","3547784","Withdrawl","3678","1760","13631","2015","24979","73","44","654312","653747","Normal"
"14780","Female","31","Employee","Investment","5017344","1047822","Deposit","1","1","5017344","1047822","5209449","0","0","240832512","240834605","Normal"
"14781","Male","25","Employee","Current","1648593","825849","Deposit","142","783","11609","1054","1632568","7","14","557270","555959","dep_Suspicious"
"14782","Male","35","Private Business","Saving","50165610","40064560","Withdrawl","29","729","1729848","54958","69616","0","16","83032733","83032620","Normal"
"14783","Female","46","Employee","Saving","1996349","0","Deposit","34","707","58716","0","589155","0","15","2818375","2818489","dep_Suspicious"
"14784","Female","31","House Wife","Saving","1996349","0","Withdrawl","29","401","68839","0","0","0","11","3304301","3304229","Normal"
"14785","Female","26","House Wife","Current","1996349","0","Deposit","142","427","14058","0","1257105","3","11","674822","675347","dep_Suspicious"
"14786","Female","37","Private Business","Current","50085503","3488348","Withdrawl","3658","1861","13692","1874","73925","74","34","657218","655948","Normal"
"14787","Female","62","Employee","Current","1844663","1092070","Deposit","144","814","12810","1341","165571","4","8","614887","614684","dep_Suspicious"
"14788","Male","27","Employee","Saving","1948581","0","Deposit","33","690","59047","0","2074539","0","13","2834299","2836801","dep_Suspicious"
"14789","Male","56","Employee","Current","1783684","837981","Withdrawl","149","771","11971","1086","34746","3","16","574609","575483","Normal"
"14790","Female","59","Employee","Saving","2060099","0","Withdrawl","22","744","93640","0","0","0","15","4494761","4495797","Normal"
